id,person_id,risk_score,risk_level,risk_factors,total_monetary_amount,average_case_value,financial_risk_level,primary_subject_matter,subject_matter_categories,legal_issues,financial_terms,case_complexity_score,success_rate,last_updated,created_at
2363,42996,0,Low,[],5943.00,70.75,Low,Constitutional,"['Property Dispute', 'Employment', 'Constitutional']",['human rights'],[],9,0.00,2025-09-15 08:57:29+00:00,2025-09-15 08:57:29+00:00
2364,42997,50,High,"['fraud', 'contract', 'business', 'family', 'property', 'land', 'ownership']",219877.64,466.83,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Tort', 'Administrative']","['negligence', 'fraud']","['payment', 'damages', 'mortgage', 'loan', 'fine', 'debt']",10,100.00,2025-09-15 08:57:29+00:00,2025-09-15 08:57:29+00:00
2393,43041,14,Low,"['family', 'property', 'land', 'ownership']",5512.00,131.24,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",['property dispute'],"['profit', 'damages']",2,100.00,2025-09-15 08:57:35+00:00,2025-09-15 08:57:35+00:00
2365,42998,10,Low,"['contract', 'breach', 'property']",6979.00,91.83,Low,Employment,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['discrimination', 'human rights', 'breach of contract', 'constitutional rights']","['payment', 'damages', 'compensation', 'fine']",8,0.00,2025-09-15 08:57:29+00:00,2025-09-15 08:57:29+00:00
2366,42999,34,Medium,"['criminal', 'theft', 'family', 'property', 'land', 'ownership']",30380.00,198.56,Medium,Property Dispute,"['Criminal', 'Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['property dispute'],"['restitution', 'loss', 'damages', 'fine']",10,100.00,2025-09-15 08:57:29+00:00,2025-09-15 08:57:29+00:00
2367,43001,23,Medium,"['contract', 'property', 'boundary', 'breach', 'business']",468675.22,1171.69,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['refund', 'loss', 'payment', 'investment', 'profit', 'loan', 'fine', 'mortgage', 'compensation', 'settlement']",10,66.67,2025-09-15 08:57:30+00:00,2025-09-15 08:57:30+00:00
2368,43002,0,Low,[],10665.00,1066.50,Medium,Unknown,[],[],[],2,100.00,2025-09-15 08:57:30+00:00,2025-09-15 08:57:30+00:00
2369,43003,7,Low,"['commercial', 'land']",9497.00,95.93,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],['damages'],5,100.00,2025-09-15 08:57:30+00:00,2025-09-15 08:57:30+00:00
2370,43006,10,Low,"['family', 'property', 'land']",264.00,26.40,Low,Property Dispute,"['Property Dispute', 'Employment']",['property dispute'],[],2,0.00,2025-09-15 08:57:30+00:00,2025-09-15 08:57:30+00:00
2371,43007,0,Low,[],5080.00,94.07,Low,Property Dispute,['Property Dispute'],[],[],5,100.00,2025-09-15 08:57:30+00:00,2025-09-15 08:57:30+00:00
2372,43009,9,Low,"['contract', 'divorce', 'alimony', 'family']",25824.00,645.60,Medium,Family Law,"['Contract Dispute', 'Family Law', 'Commercial']",['family law'],['payment'],4,100.00,2025-09-15 08:57:31+00:00,2025-09-15 08:57:31+00:00
2373,43010,7,Low,"['commercial', 'property']",48783.00,1219.58,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute']",['property dispute'],"['profit', 'damages', 'fine']",2,100.00,2025-09-15 08:57:31+00:00,2025-09-15 08:57:31+00:00
2374,43011,30,Medium,"['business', 'family', 'property', 'land', 'ownership', 'contract']",40063.19,83.99,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Constitutional', 'Administrative', 'Employment']",['property dispute'],"['loss', 'investment', 'loan', 'fine', 'debt']",10,100.00,2025-09-15 08:57:31+00:00,2025-09-15 08:57:31+00:00
2375,43012,14,Low,"['criminal', 'property']",36890.00,315.30,Medium,Property Dispute,"['Property Dispute', 'Commercial', 'Employment']",[],"['payment', 'fine']",5,0.00,2025-09-15 08:57:31+00:00,2025-09-15 08:57:31+00:00
2376,43013,20,Medium,"['divorce', 'alimony', 'family', 'domestic', 'property', 'land', 'ownership']",686645.00,2327.61,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Constitutional']",[],"['refund', 'reimbursement', 'payment', 'compensation', 'settlement']",7,100.00,2025-09-15 08:57:31+00:00,2025-09-15 08:57:31+00:00
2377,43014,21,Medium,"['criminal', 'contract', 'breach', 'business', 'custody']",97102.28,809.19,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['wrongful dismissal'],"['loan', 'loss', 'payment', 'damages']",7,100.00,2025-09-15 08:57:31+00:00,2025-09-15 08:57:31+00:00
2378,43015,35,Medium,"['fraud', 'contract', 'breach', 'commercial', 'property', 'land']",148607.00,754.35,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']",['fraud'],"['debt', 'profit', 'payment', 'fine']",5,100.00,2025-09-15 08:57:31+00:00,2025-09-15 08:57:31+00:00
2379,43017,15,Low,"['contract', 'property', 'land', 'ownership']",4003.00,57.19,Low,Property Dispute,"['Contract Dispute', 'Property Dispute']",['property dispute'],"['debt', 'payment', 'loan', 'mortgage']",5,100.00,2025-09-15 08:57:32+00:00,2025-09-15 08:57:32+00:00
2380,43020,22,Medium,"['bribery', 'contract', 'breach', 'commercial', 'custody', 'land']",28976.00,87.02,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['harassment', 'wrongful dismissal']","['payment', 'damages', 'profit', 'loan', 'fine', 'debt', 'penalty']",5,100.00,2025-09-15 08:57:32+00:00,2025-09-15 08:57:32+00:00
2381,43023,36,Medium,"['fraud', 'breach', 'business', 'commercial']",45729.10,50.20,Medium,Constitutional,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['fraud'],"['loan', 'fine']",10,50.00,2025-09-15 08:57:32+00:00,2025-09-15 08:57:32+00:00
2382,43028,47,Medium,"['criminal', 'fraud', 'breach', 'property', 'land', 'boundary', 'ownership']",18768.00,65.17,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']","['property dispute', 'fraud']","['damages', 'fine']",7,100.00,2025-09-15 08:57:33+00:00,2025-09-15 08:57:33+00:00
2383,43029,5,Low,"['contract', 'custody']",140673.00,4396.03,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",[],"['debt', 'payment', 'damages', 'settlement']",5,100.00,2025-09-15 08:57:33+00:00,2025-09-15 08:57:33+00:00
2384,43030,45,Medium,"['criminal', 'fraud', 'contract', 'family', 'property', 'land', 'ownership']",203108.00,309.14,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['fraud'],"['loss', 'damages', 'fine', 'mortgage', 'settlement']",7,100.00,2025-09-15 08:57:33+00:00,2025-09-15 08:57:33+00:00
2385,43031,20,Medium,"['criminal', 'embezzlement', 'custody']",111108.23,529.09,High,Fraud,"['Property Dispute', 'Fraud', 'Employment']",[],"['refund', 'loan', 'payment']",7,100.00,2025-09-15 08:57:34+00:00,2025-09-15 08:57:34+00:00
2386,43032,45,Medium,"['fraud', 'corruption', 'abuse of office', 'contract', 'breach', 'business', 'land']",77499.37,104.45,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['discrimination', 'human rights', 'constitutional rights', 'fraud']",['fine'],9,100.00,2025-09-15 08:57:34+00:00,2025-09-15 08:57:34+00:00
2387,43034,14,Low,"['family', 'property', 'land', 'ownership']",28290.00,266.89,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['damages', 'fine']",9,100.00,2025-09-15 08:57:34+00:00,2025-09-15 08:57:34+00:00
2388,43035,19,Low,"['contract', 'business', 'commercial', 'custody', 'property', 'ownership']",163922.00,520.39,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Tort', 'Administrative']",['negligence'],"['loan', 'loss', 'fine', 'settlement']",5,100.00,2025-09-15 08:57:34+00:00,2025-09-15 08:57:34+00:00
2389,43036,24,Medium,"['fraud', 'contract', 'commercial']",221984.21,8879.37,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud']",['fraud'],"['profit', 'payment', 'damages', 'compensation']",2,0.00,2025-09-15 08:57:34+00:00,2025-09-15 08:57:34+00:00
2390,43037,8,Low,"['property', 'land']",9838.00,101.42,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Constitutional', 'Administrative']",['human rights'],['debt'],5,100.00,2025-09-15 08:57:34+00:00,2025-09-15 08:57:34+00:00
2391,43039,59,High,"['fraud', 'assault', 'family', 'property', 'land', 'ownership']",245837.15,1037.29,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Criminal', 'Commercial', 'Employment']","['property dispute', 'fraud']","['mortgage', 'damages', 'fine', 'settlement']",7,100.00,2025-09-15 08:57:35+00:00,2025-09-15 08:57:35+00:00
2392,43040,16,Low,"['breach', 'business', 'divorce', 'property', 'land']",42174.00,175.73,Medium,Constitutional,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Constitutional']","['discrimination', 'human rights']","['debt', 'payment', 'damages']",9,100.00,2025-09-15 08:57:35+00:00,2025-09-15 08:57:35+00:00
2395,43045,84,High,"['contract', 'breach', 'business', 'property', 'fraud', 'family', 'land', 'ownership']",939271.68,2139.57,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Fraud', 'Tort', 'Administrative', 'Constitutional']","['negligence', 'breach of contract', 'fraud']","['loss', 'payment', 'damages', 'profit', 'fine', 'debt']",10,75.00,2025-09-15 08:57:35+00:00,2025-09-15 08:57:35+00:00
2396,43046,35,Medium,"['fraud', 'contract', 'family', 'property', 'land', 'ownership']",6143.00,84.15,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']",['fraud'],"['debt', 'payment']",5,100.00,2025-09-15 08:57:36+00:00,2025-09-15 08:57:36+00:00
2397,43047,27,Medium,"['fraud', 'contract', 'breach', 'commercial']",105533.91,379.62,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']","['fraud', 'wrongful dismissal']","['loss', 'payment', 'damages', 'fine', 'debt', 'settlement']",7,0.00,2025-09-15 08:57:36+00:00,2025-09-15 08:57:36+00:00
2398,43049,14,Low,"['family', 'property', 'land', 'ownership']",21264.00,84.05,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional']",['property dispute'],"['debt', 'profit', 'damages', 'fine']",5,100.00,2025-09-15 08:57:36+00:00,2025-09-15 08:57:36+00:00
2399,43056,31,Medium,"['criminal', 'business', 'family', 'property', 'land', 'real estate', 'ownership']",664146.45,1425.21,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],"['loss', 'payment', 'damages', 'investment', 'fine', 'mortgage', 'settlement']",7,100.00,2025-09-15 08:57:37+00:00,2025-09-15 08:57:37+00:00
2400,43057,92,High,"['robbery', 'criminal', 'custody']",24442.00,87.61,Medium,Criminal,"['Criminal', 'Administrative', 'Contract Dispute', 'Property Dispute', 'Constitutional']",[],['fine'],10,40.00,2025-09-15 08:57:37+00:00,2025-09-15 08:57:37+00:00
2401,43058,43,Medium,"['criminal', 'fraud', 'contract', 'breach', 'commercial', 'family', 'property']",111562.00,462.91,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment', 'Constitutional', 'Administrative']",['fraud'],"['penalty', 'fine', 'settlement']",5,100.00,2025-09-15 08:57:37+00:00,2025-09-15 08:57:37+00:00
2402,43059,35,Medium,"['fraud', 'business', 'family', 'property', 'land', 'ownership']",306098.52,6956.78,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']","['property dispute', 'fraud']","['damages', 'compensation']",7,100.00,2025-09-15 08:57:37+00:00,2025-09-15 08:57:37+00:00
2403,43062,10,Low,"['family', 'property', 'land']",268.00,26.80,Low,Property Dispute,"['Property Dispute', 'Commercial']",['property dispute'],[],4,100.00,2025-09-15 08:57:38+00:00,2025-09-15 08:57:38+00:00
2404,43063,18,Low,"['criminal', 'property', 'ownership']",13435.00,116.83,Medium,Property Dispute,['Property Dispute'],[],"['refund', 'loss', 'payment', 'fine', 'penalty']",7,100.00,2025-09-15 08:57:38+00:00,2025-09-15 08:57:38+00:00
2405,43064,64,High,"['fraud', 'family', 'property', 'land', 'real estate', 'ownership', 'criminal', 'robbery']",96969.66,188.66,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Family Law', 'Criminal']","['property dispute', 'fraud']","['loss', 'payment', 'damages', 'investment', 'fine']",10,100.00,2025-09-15 08:57:38+00:00,2025-09-15 08:57:38+00:00
2406,43065,0,Low,[],2000.00,2000.00,Low,Unknown,[],[],"['debt', 'payment']",2,0.00,2025-09-15 08:57:38+00:00,2025-09-15 08:57:38+00:00
2407,43066,0,Low,[],49348.00,204.76,Medium,Tort,"['Contract Dispute', 'Property Dispute', 'Tort', 'Constitutional', 'Administrative']","['defamation', 'negligence']","['payment', 'damages', 'fine']",7,100.00,2025-09-15 08:57:38+00:00,2025-09-15 08:57:38+00:00
2408,43068,14,Low,"['family', 'property', 'land', 'ownership']",10330.39,101.28,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute']",['property dispute'],['damages'],7,100.00,2025-09-15 08:57:38+00:00,2025-09-15 08:57:38+00:00
2409,43069,16,Low,"['business', 'commercial', 'domestic', 'property', 'land']",826635.00,7447.16,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Tort']",['negligence'],"['loss', 'payment', 'damages', 'investment', 'profit', 'loan', 'compensation']",8,100.00,2025-09-15 08:57:39+00:00,2025-09-15 08:57:39+00:00
2410,43071,4,Low,['property'],3851.00,72.66,Low,Property Dispute,['Property Dispute'],['property dispute'],['settlement'],5,0.00,2025-09-15 08:57:39+00:00,2025-09-15 08:57:39+00:00
2411,43075,31,Medium,"['fraud', 'breach', 'commercial', 'land', 'contract']",38208.52,107.93,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['human rights', 'fraud']","['loss', 'payment', 'fine', 'debt', 'settlement']",10,50.00,2025-09-15 08:57:39+00:00,2025-09-15 08:57:39+00:00
2412,43076,52,High,"['fraud', 'family', 'property', 'land', 'ownership', 'contract', 'breach']",161230.28,726.26,High,Property Dispute,"['Property Dispute', 'Fraud', 'Contract Dispute', 'Commercial', 'Employment', 'Administrative']","['property dispute', 'fraud']","['refund', 'damages', 'payment', 'restitution', 'loan', 'settlement']",10,100.00,2025-09-15 08:57:39+00:00,2025-09-15 08:57:39+00:00
2413,43078,13,Low,"['contract', 'land']",12202.00,174.31,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute']",[],"['debt', 'loan', 'investment']",6,0.00,2025-09-15 08:57:40+00:00,2025-09-15 08:57:40+00:00
2414,43080,12,Low,"['criminal', 'family']",287316.00,1443.80,High,Property Dispute,"['Property Dispute', 'Employment', 'Constitutional', 'Administrative']",[],['fine'],9,100.00,2025-09-15 08:57:40+00:00,2025-09-15 08:57:40+00:00
2415,43081,32,Medium,"['fraud', 'family', 'property', 'land', 'ownership']",9593.20,69.02,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Tort', 'Administrative']","['property dispute', 'negligence', 'fraud']","['refund', 'payment', 'damages']",5,100.00,2025-09-15 08:57:40+00:00,2025-09-15 08:57:40+00:00
2416,43082,31,Medium,"['criminal', 'robbery', 'violence', 'custody']",5031.00,45.32,Low,Administrative,"['Criminal', 'Commercial', 'Constitutional', 'Administrative']",[],[],5,100.00,2025-09-15 08:57:40+00:00,2025-09-15 08:57:40+00:00
2417,43083,0,Low,[],8160.00,110.27,Low,Property Dispute,"['Property Dispute', 'Commercial', 'Employment']",[],"['debt', 'loan']",5,0.00,2025-09-15 08:57:40+00:00,2025-09-15 08:57:40+00:00
2418,43085,28,Medium,"['fraud', 'contract', 'business', 'land']",41651.00,457.70,Medium,Contract Dispute,"['Administrative', 'Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']","['harassment', 'fraud']","['loss', 'damages', 'profit', 'fine', 'debt', 'compensation']",7,100.00,2025-09-15 08:57:41+00:00,2025-09-15 08:57:41+00:00
2419,43087,21,Medium,"['property', 'business', 'family', 'land', 'ownership']",85940.00,288.39,Medium,Property Dispute,"['Property Dispute', 'Commercial', 'Administrative', 'Contract Dispute', 'Employment', 'Constitutional']",[],[],10,100.00,2025-09-15 08:57:41+00:00,2025-09-15 08:57:41+00:00
2420,43088,0,Low,[],482.00,60.25,Low,Unknown,[],[],[],5,0.00,2025-09-15 08:57:41+00:00,2025-09-15 08:57:41+00:00
2421,43089,17,Low,"['business', 'family', 'property', 'land', 'ownership']",7096.00,120.27,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['loss', 'payment', 'damages']",5,100.00,2025-09-15 08:57:41+00:00,2025-09-15 08:57:41+00:00
2422,43090,70,High,"['fraud', 'contract', 'family', 'property', 'land', 'ownership', 'breach']",776648.44,1260.79,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Tort']","['property dispute', 'negligence', 'fraud']","['payment', 'damages', 'fine']",10,100.00,2025-09-15 08:57:41+00:00,2025-09-15 08:57:41+00:00
2423,43091,3,Low,['business'],13312.00,131.80,Medium,Commercial,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Administrative']",[],"['debt', 'damages', 'investment', 'fine']",2,100.00,2025-09-15 08:57:41+00:00,2025-09-15 08:57:41+00:00
2425,43094,18,Low,"['family', 'property', 'land', 'boundary', 'ownership']",16511.00,89.73,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",[],['damages'],7,100.00,2025-09-15 08:57:42+00:00,2025-09-15 08:57:42+00:00
2426,43095,15,Low,"['contract', 'breach', 'business', 'custody', 'land']",358547.00,2343.44,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Tort']","['negligence', 'breach of contract']","['loss', 'damages', 'fine']",8,0.00,2025-09-15 08:57:42+00:00,2025-09-15 08:57:42+00:00
2427,43099,43,Medium,"['criminal', 'fraud', 'business', 'property', 'land', 'ownership']",26958.00,92.32,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']","['property dispute', 'fraud']","['mortgage', 'damages', 'fine']",7,100.00,2025-09-15 08:57:42+00:00,2025-09-15 08:57:42+00:00
2428,43100,12,Low,"['contract', 'business', 'family', 'land']",2905.00,88.03,Low,Commercial,"['Contract Dispute', 'Property Dispute', 'Commercial']",[],"['loan', 'profit', 'compensation', 'investment']",5,100.00,2025-09-15 08:57:43+00:00,2025-09-15 08:57:43+00:00
2429,43103,72,High,"['fraud', 'family', 'property', 'land', 'boundary', 'ownership']",237048.00,709.72,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Administrative']","['property dispute', 'fraud']","['damages', 'compensation']",10,100.00,2025-09-15 08:57:43+00:00,2025-09-15 08:57:43+00:00
2430,43104,8,Low,"['property', 'land']",6664.00,201.94,Low,Property Dispute,"['Property Dispute', 'Commercial', 'Administrative']",['property dispute'],[],5,0.00,2025-09-15 08:57:43+00:00,2025-09-15 08:57:43+00:00
2431,43108,42,Medium,"['criminal', 'fraud', 'family', 'property', 'land', 'ownership']",733930.99,1730.97,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']","['property dispute', 'fraud']","['payment', 'damages', 'compensation']",7,100.00,2025-09-15 08:57:44+00:00,2025-09-15 08:57:44+00:00
2432,43109,195,High,"['fraud', 'commercial', 'family', 'property', 'land', 'boundary', 'ownership', 'criminal', 'theft', 'contract', 'corruption']",389613.04,143.72,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative', 'Criminal']",['fraud'],"['loss', 'payment', 'damages', 'investment', 'loan', 'fine', 'compensation', 'settlement']",10,100.00,2025-09-15 08:57:44+00:00,2025-09-15 08:57:44+00:00
2433,43112,66,High,"['criminal', 'murder', 'assault', 'battery', 'manslaughter']",1358.00,32.33,Low,Criminal,"['Criminal', 'Tort']",['negligence'],[],5,0.00,2025-09-15 08:57:44+00:00,2025-09-15 08:57:44+00:00
2434,43115,14,Low,"['contract', 'business', 'property', 'land']",61016.00,176.35,Medium,Commercial,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Constitutional', 'Administrative']",[],['fine'],10,100.00,2025-09-15 08:57:44+00:00,2025-09-15 08:57:44+00:00
2435,43116,26,Medium,"['fraud', 'property', 'land']",8457.00,128.14,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Administrative']",['fraud'],['damages'],10,100.00,2025-09-15 08:57:45+00:00,2025-09-15 08:57:45+00:00
2436,43117,16,Low,"['drug', 'divorce', 'custody', 'family']",2591.00,76.21,Low,Family Law,['Family Law'],[],"['payment', 'settlement']",2,100.00,2025-09-15 08:57:45+00:00,2025-09-15 08:57:45+00:00
2437,43119,17,Low,"['business', 'family', 'property', 'land', 'boundary']",18823.00,112.71,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['payment', 'damages', 'settlement']",7,100.00,2025-09-15 08:57:45+00:00,2025-09-15 08:57:45+00:00
2438,43120,20,Medium,"['criminal', 'family', 'land', 'ownership']",5071.00,61.84,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['harassment'],['damages'],2,100.00,2025-09-15 08:57:45+00:00,2025-09-15 08:57:45+00:00
2439,43122,3,Low,['commercial'],12409.00,157.08,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",[],"['debt', 'payment', 'fine', 'settlement']",5,0.00,2025-09-15 08:57:45+00:00,2025-09-15 08:57:45+00:00
2440,43123,82,High,"['criminal', 'contract', 'breach', 'business', 'commercial', 'partnership', 'custody', 'family', 'property', 'land', 'ownership']",283208.00,269.72,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['harassment', 'family law', 'breach of contract']","['refund', 'loss', 'reimbursement', 'damages', 'payment', 'loan', 'fine', 'compensation', 'settlement']",10,100.00,2025-09-15 08:57:46+00:00,2025-09-15 08:57:46+00:00
2441,43124,36,Medium,"['fraud', 'family', 'property', 'land', 'boundary', 'ownership']",7933.00,74.14,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment']","['property dispute', 'fraud']",['damages'],7,100.00,2025-09-15 08:57:46+00:00,2025-09-15 08:57:46+00:00
2442,43125,68,High,"['fraud', 'contract', 'breach', 'business', 'commercial', 'real estate']",705898.00,3123.44,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Tort', 'Administrative']","['defamation', 'fraud']","['refund', 'debt', 'payment']",4,100.00,2025-09-15 08:57:46+00:00,2025-09-15 08:57:46+00:00
2443,43126,42,Medium,"['business', 'divorce', 'property', 'land', 'boundary', 'ownership']",61514.00,389.33,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Constitutional']",['property dispute'],['damages'],10,100.00,2025-09-15 08:57:46+00:00,2025-09-15 08:57:46+00:00
2444,43127,18,Low,"['breach', 'business', 'property', 'land', 'boundary']",145505.61,496.61,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['property dispute'],"['damages', 'compensation']",10,100.00,2025-09-15 08:57:46+00:00,2025-09-15 08:57:46+00:00
2445,43129,0,Low,[],1451.00,76.37,Low,Administrative,['Administrative'],[],[],5,100.00,2025-09-15 08:57:46+00:00,2025-09-15 08:57:46+00:00
2446,43130,6,Low,"['business', 'commercial']",6206.00,71.33,Low,Commercial,"['Property Dispute', 'Commercial']",[],"['debt', 'fine']",2,100.00,2025-09-15 08:57:46+00:00,2025-09-15 08:57:46+00:00
2447,43131,6,Low,"['family', 'land']",33861.48,1167.64,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute']",[],['damages'],2,0.00,2025-09-15 08:57:47+00:00,2025-09-15 08:57:47+00:00
2448,43133,8,Low,"['property', 'land']",288.00,57.60,Low,Property Dispute,"['Property Dispute', 'Administrative']",['property dispute'],[],2,100.00,2025-09-15 08:57:47+00:00,2025-09-15 08:57:47+00:00
2449,43134,54,High,"['property', 'land', 'ownership', 'family', 'criminal', 'boundary']",92351.35,370.89,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative', 'Commercial']",['property dispute'],['damages'],10,100.00,2025-09-15 08:57:47+00:00,2025-09-15 08:57:47+00:00
2450,43135,24,Medium,"['property', 'land', 'ownership']",210676.00,1483.63,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",['property dispute'],"['refund', 'compensation']",10,100.00,2025-09-15 08:57:47+00:00,2025-09-15 08:57:47+00:00
2451,43137,21,Medium,"['fraud', 'contract']",2925.00,83.57,Low,Contract Dispute,"['Contract Dispute', 'Fraud']",['fraud'],['payment'],5,0.00,2025-09-15 08:57:47+00:00,2025-09-15 08:57:47+00:00
2452,43139,13,Low,"['contract', 'family', 'property', 'land']",27978.00,756.16,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute']",[],"['loss', 'damages', 'settlement']",2,0.00,2025-09-15 08:57:48+00:00,2025-09-15 08:57:48+00:00
2453,43144,85,High,"['criminal', 'contract', 'breach', 'family', 'property', 'land', 'ownership', 'fraud', 'bribery']",120345.18,198.59,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Fraud', 'Constitutional', 'Administrative']","['breach of contract', 'fraud']","['payment', 'damages', 'investment', 'loan', 'fine', 'compensation']",10,100.00,2025-09-15 08:57:48+00:00,2025-09-15 08:57:48+00:00
2454,43145,6,Low,"['contract', 'breach']",394930.00,1755.24,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",[],"['refund', 'loss', 'payment', 'damages', 'compensation']",10,100.00,2025-09-15 08:57:48+00:00,2025-09-15 08:57:48+00:00
2455,43146,28,Medium,"['criminal', 'family', 'property', 'land', 'boundary', 'ownership']",9534.00,58.49,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],"['damages', 'compensation', 'fine']",5,100.00,2025-09-15 08:57:48+00:00,2025-09-15 08:57:48+00:00
2456,43148,16,Low,"['contract', 'business', 'family', 'property', 'ownership']",14495.28,226.49,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",[],['payment'],5,0.00,2025-09-15 08:57:49+00:00,2025-09-15 08:57:49+00:00
