id,name,registry_name,court_type,region,location,address,city,district,latitude,longitude,google_place_id,area_coverage,contact_phone,contact_email,website,court_picture_url,additional_images,operating_hours,is_active,is_verified,created_at,updated_at,created_by,updated_by,search_count,last_searched,notes,status
195,Jasikan Circuit Court,,Circuit Court,Oti,Jasikan,"Jasikan Circuit Court, Jasikan, Oti",,,6.790794,0.602147,,Jurisdiction covers Jasikan and surrounding areas,+233 909 815 422,jasikan.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Jasikan, Oti region",ACTIVE
197,Jasikan District Court,,District Court,Oti,Jasikan,"Jasikan District Court, Jasikan, Oti",,,7.201992,0.67069,,Jurisdiction covers Jasikan and surrounding areas,+233 266 537 539,jasikan.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Jasikan, Oti region",ACTIVE
199,Nkwanta District Court,,District Court,Oti,Nkwanta,"Nkwanta District Court, Nkwanta, Oti",,,7.16612,0.249105,,Jurisdiction covers Nkwanta and surrounding areas,+233 853 533 393,nkwanta.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nkwanta, Oti region",ACTIVE
201,Kpassa District Court,,District Court,Oti,Kpassa,"Kpassa District Court, Kpassa, Oti",,,7.246351,0.454173,,Jurisdiction covers Kpassa and surrounding areas,+233 627 747 226,kpassa.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kpassa, Oti region",ACTIVE
203,New Ayoma District Court,,District Court,Oti,New Ayoma,"New Ayoma District Court, New Ayoma, Oti",,,6.890809,0.266823,,Jurisdiction covers New Ayoma and surrounding areas,+233 500 491 151,newayoma.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in New Ayoma, Oti region",ACTIVE
205,Nkonya/Kwamekrom District Court,,District Court,Oti,Kwamekrom,"Nkonya/Kwamekrom District Court, Kwamekrom, Oti",,,6.611851,0.49977,,Jurisdiction covers Kwamekrom and surrounding areas,+233 653 890 593,kwamekrom.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kwamekrom, Oti region",ACTIVE
207,High Court,,High Court,Eastern,Unknown,"High Court, Unknown, Eastern",,,6.127673,-0.273301,,Jurisdiction covers Unknown and surrounding areas,+233 496 232 844,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Eastern region",ACTIVE
209,Commercial Courts – B,,Unknown,Eastern,Unknown,"Commercial Courts – B, Unknown, Eastern",,,6.351556,0.042635,,Jurisdiction covers Unknown and surrounding areas,+233 790 490 712,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Eastern region",ACTIVE
211,Nkawkaw High Court,,High Court,Eastern,Nkawkaw,"Nkawkaw High Court, Nkawkaw, Eastern",,,5.819949,-0.300113,,Jurisdiction covers Nkawkaw and surrounding areas,+233 880 456 170,nkawkaw.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nkawkaw, Eastern region",ACTIVE
213,Nsawam Prison High Court,,High Court,Eastern,MS,"Nsawam Prison High Court, MS, Eastern",,,6.468677,-0.610305,,Jurisdiction covers MS and surrounding areas,+233 635 492 401,ms.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in MS, Eastern region",ACTIVE
192,Battor District Court,,District Court,Volta,Battor,"Battor District Court, Battor, Volta",,,6.822925,0.762723,,Jurisdiction covers Battor and surrounding areas,+233 948 527 531,battor.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Battor, Volta region",ACTIVE
194,Dambai High Court,,High Court,Oti,Dambai,"Dambai High Court, Dambai, Oti",,,7.249834,0.886504,,Jurisdiction covers Dambai and surrounding areas,+233 596 772 854,dambai.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Dambai, Oti region",ACTIVE
196,Dambai Circuit Court,,Circuit Court,Oti,Dambai,"Dambai Circuit Court, Dambai, Oti",,,7.025286,0.50724,,Jurisdiction covers Dambai and surrounding areas,+233 847 195 896,dambai.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Dambai, Oti region",ACTIVE
198,Kete-Krachi District Court,,District Court,Oti,Krachi,"Kete-Krachi District Court, Krachi, Oti",,,6.917828,0.42038,,Jurisdiction covers Krachi and surrounding areas,+233 648 798 201,krachi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Krachi, Oti region",ACTIVE
200,Dambai District Court,,District Court,Oti,Dambai,"Dambai District Court, Dambai, Oti",,,6.705205,0.571568,,Jurisdiction covers Dambai and surrounding areas,+233 489 791 400,dambai.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Dambai, Oti region",ACTIVE
202,Kadjebi District Court,,District Court,Oti,Kadjebi,"Kadjebi District Court, Kadjebi, Oti",,,7.024866,0.867761,,Jurisdiction covers Kadjebi and surrounding areas,+233 352 960 750,kadjebi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kadjebi, Oti region",ACTIVE
204,Chinderi District Court,,District Court,Oti,Chinderi,"Chinderi District Court, Chinderi, Oti",,,6.610373,0.1852,,Jurisdiction covers Chinderi and surrounding areas,+233 358 722 315,chinderi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Chinderi, Oti region",ACTIVE
206,Koforidua High Court,,High Court,Eastern,General,"Koforidua High Court, Koforidua, Eastern Region",,,6.1,-0.2667,,Jurisdiction covers General and surrounding areas,+233 342 020 123,koforidua.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in General, Eastern region",ACTIVE
208,Commercial Courts – A,,Unknown,Eastern,Unknown,"Commercial Courts – A, Unknown, Eastern",,,5.94414,-0.300956,,Jurisdiction covers Unknown and surrounding areas,+233 913 364 431,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Eastern region",ACTIVE
210,Akim Oda High Court,,High Court,Eastern,Akim Oda,"Akim Oda High Court, Akim Oda, Eastern Region",,,5.9167,-0.9833,,Jurisdiction covers Akim Oda and surrounding areas,+233 342 030 123,akimoda.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Akim Oda, Eastern region",ACTIVE
212,Nsawam High Court,,High Court,Eastern,Nsawam,"Nsawam High Court, Nsawam, Eastern",,,6.110132,-0.67514,,Jurisdiction covers Nsawam and surrounding areas,+233 797 455 363,nsawam.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nsawam, Eastern region",ACTIVE
214,Somanya High Court,,High Court,Eastern,Somanya,"Somanya High Court, Somanya, Eastern",,,5.896535,-0.13466,,Jurisdiction covers Somanya and surrounding areas,+233 803 397 910,somanya.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Somanya, Eastern region",ACTIVE
215,Kibi High Court,,High Court,Eastern,Kibi,"Kibi High Court, Kibi, Eastern",,,6.132474,-0.252239,,Jurisdiction covers Kibi and surrounding areas,+233 686 492 513,kibi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kibi, Eastern region",ACTIVE
217,Koforidua Circuit Court – A,,Circuit Court,Eastern,GBVC,"Koforidua Circuit Court – A, GBVC, Eastern",,,5.747636,-0.225893,,Jurisdiction covers GBVC and surrounding areas,+233 206 698 552,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, Eastern region",ACTIVE
219,Akropong Akwapim Circuit Court,,Circuit Court,Eastern,Akropong Akwapim,"Akropong Akwapim Circuit Court, Akropong Akwapim, Eastern",,,5.700493,0.073011,,Jurisdiction covers Akropong Akwapim and surrounding areas,+233 658 352 610,akropongakwapim.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Akropong Akwapim, Eastern region",ACTIVE
221,Mpraeso Circuit Court,,Circuit Court,Eastern,Mpraeso,"Mpraeso Circuit Court, Mpraeso, Eastern",,,6.158709,-0.741611,,Jurisdiction covers Mpraeso and surrounding areas,+233 548 917 571,mpraeso.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Mpraeso, Eastern region",ACTIVE
223,Odumase Krobo Circuit Court,,Circuit Court,Eastern,Odumase Krobo,"Odumase Krobo Circuit Court, Odumase Krobo, Eastern",,,5.653714,-0.493166,,Jurisdiction covers Odumase Krobo and surrounding areas,+233 571 885 236,odumasekrobo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Odumase Krobo, Eastern region",ACTIVE
225,Anyinam Circuit Court,,Circuit Court,Eastern,Anyinam,"Anyinam Circuit Court, Anyinam, Eastern",,,6.140857,-0.280235,,Jurisdiction covers Anyinam and surrounding areas,+233 751 176 564,anyinam.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Anyinam, Eastern region",ACTIVE
227,Kibi Circuit Court,,Circuit Court,Eastern,Kibi,"Kibi Circuit Court, Kibi, Eastern",,,6.282415,-0.383623,,Jurisdiction covers Kibi and surrounding areas,+233 670 280 247,kibi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kibi, Eastern region",ACTIVE
229,New Abirem Circuit Court,,Circuit Court,Eastern,New Abirem,"New Abirem Circuit Court, New Abirem, Eastern",,,6.166406,0.09744,,Jurisdiction covers New Abirem and surrounding areas,+233 749 401 897,newabirem.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in New Abirem, Eastern region",ACTIVE
231,Koforidua District Court – B,,District Court,Eastern,Koforidua,"Koforidua District Court – B, Koforidua, Eastern",,,5.638397,-0.349266,,Jurisdiction covers Koforidua and surrounding areas,+233 613 843 368,koforidua.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Koforidua, Eastern region",ACTIVE
233,Abetifi District Court,,District Court,Eastern,Abetifi,"Abetifi District Court, Abetifi, Eastern",,,5.889101,0.059611,,Jurisdiction covers Abetifi and surrounding areas,+233 880 918 410,abetifi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Abetifi, Eastern region",ACTIVE
235,Akim Ofoase District Court,,District Court,Eastern,Akim Ofoase,"Akim Ofoase District Court, Akim Ofoase, Eastern",,,5.653179,0.065596,,Jurisdiction covers Akim Ofoase and surrounding areas,+233 669 608 767,akimofoase.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Akim Ofoase, Eastern region",ACTIVE
237,Asesewa District Court,,District Court,Eastern,Asesewa,"Asesewa District Court, Asesewa, Eastern",,,6.317976,-0.497005,,Jurisdiction covers Asesewa and surrounding areas,+233 971 799 287,asesewa.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Asesewa, Eastern region",ACTIVE
216,Odumase Krobo High Court,,High Court,Eastern,Odumase Krobo,"Odumase Krobo High Court, Odumase Krobo, Eastern",,,6.308389,-0.447966,,Jurisdiction covers Odumase Krobo and surrounding areas,+233 247 227 575,odumasekrobo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Odumase Krobo, Eastern region",ACTIVE
218,Koforidua Circuit Court – B,,Circuit Court,Eastern,Koforidua,"Koforidua Circuit Court – B, Koforidua, Eastern",,,6.371279,-0.100279,,Jurisdiction covers Koforidua and surrounding areas,+233 341 885 655,koforidua.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Koforidua, Eastern region",ACTIVE
220,Asamankese Circuit Court,,Circuit Court,Eastern,Asamankese,"Asamankese Circuit Court, Asamankese, Eastern",,,6.154241,-0.514865,,Jurisdiction covers Asamankese and surrounding areas,+233 574 212 422,asamankese.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Asamankese, Eastern region",ACTIVE
