id,name,short_name,logo_url,website,phone,email,address,city,region,country,postal_code,type_of_company,district,date_of_incorporation,date_of_commencement,nature_of_business,registration_number,tax_identification_number,phone_number,directors,secretary,auditor,authorized_shares,stated_capital,shareholders,other_linked_companies,tin_number,established_date,company_type,industry,ownership_type,business_activities,previous_names,board_of_directors,key_personnel,subsidiaries,annual_revenue,net_worth,employee_count,rating,head_office_address,customer_service_phone,customer_service_email,has_website,has_social_media,has_mobile_app,is_active,is_verified,verification_date,verification_notes,search_count,last_searched,created_at,updated_at,created_by,updated_by,description,notes,status
2067,Global Acess LTD,Global Acess LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2068,Global Exim LTD,Global Exim LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2070,Global Investment Bankers Ltd And Others,Global Investment Bankers,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Banking & Finance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2071,Global Investment GROUP,Global Investment GR,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2072,Global Market Leaders Ghana LTD,Global Market Leaders,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2073,Global Motors Trading CO,Global Motors Trading,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Trading & Commerce,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2074,Globalpak LIMITED,Globalpak LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2075,Gloria Assan Arhin,Gloria Assan Arhin,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2076,Glorylord International LIMITED,Glorylord Internatio,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2077,Gmt Shipping Gh LTD,Gmt Shipping Gh,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Transport & Logistics,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2078,Gn Bank LTD,Gn Bank LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Banking & Finance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2079,Go Big ENTERPRISE,Go Big ENTERPRISE,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2081,Godka GROUP,Godka GROUP,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2082,Godka Group Of Companies,Godka Group Of,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2083,Godwin Komla Nyaga,Godwin Komla Nyaga,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2084,Golaks LIMITED,Golaks LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2085,Gold Coast Fruits LTD,Gold Coast Fruits,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2086,Gold Coast Fund Management And Gold Coast Advisors COMPANY,Gold Coast Fund,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2087,Gold Coast Fund Management And Gold Coast Advisors Company LTD,Gold Coast Fund,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2088,Gold Coast Fund Management LIMITED,Gold Coast Fund,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2089,Gold Coast Fund Management LTD,Gold Coast Fund,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2090,Gold Coast Industrial Development CORPORATION,Gold Coast Industrial,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Corporation,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2091,Gold Coast Securities LIMITED,Gold Coast Securities,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2092,Gold Coast Securities LTD,Gold Coast Securities,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2093,Gold Shop Ghana LIMITED,Gold Shop Ghana,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2094,Golden Age COMPANY,Golden Age COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2095,Golden Grace LIMITED,Golden Grace LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2096,Golden Grace LTD,Golden Grace LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2097,Golden Web LIMITED,Golden Web LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2098,Goldfield Ghana LTD,Goldfield Ghana LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2099,Goldmine Investment CO,Goldmine Investment ,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2100,Goldridge Ghana LTD,Goldridge Ghana LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2101,Google Ghana And Google INCORPORATED,Google Ghana And,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Corporation,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2102,Google Ghana And Google Incorporated LLC,Google Ghana And,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Corporation,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2103,Google Ghana Google INCORPORATED,Google Ghana Google,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Corporation,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2104,Gorman Investments LTD,Gorman Investments L,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2105,Gossip Beach LIMITED,Gossip Beach LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2106,Grace Ansah And Alexander Asamani,Grace Ansah And,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2107,Gracefield Merchants LTD,Gracefield Merchants,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Trading & Commerce,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2108,Graco Engineering LTD,Graco Engineering LT,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Construction & Engineering,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2109,Gracoma,Gracoma,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2110,Gracoma LTD,Gracoma LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2111,Graftec LTD,Graftec LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2112,Graggs,Graggs,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2113,Granada Hotel LTD,Granada Hotel LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2114,Granhill LIMITED,Granhill LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2115,Granites And Marbles CO,Granites And Marbles,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2116,Graphic CORPORATION,Graphic CORPORATION,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Corporation,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2117,Graphic Communication GROUP,Graphic Communicatio,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Telecommunications,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2119,Graphic Communications GROUP,Graphic Communicatio,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Telecommunications,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2120,Graphic Communications Group LIMITED,Graphic Communications Group,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Telecommunications,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2121,Graphic Communications Group LTD,Graphic Communications Group,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Telecommunications,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2122,Great Cape COMPANY,Great Cape COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2123,Great Cape Company LTD,Great Cape Company,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2124,Great Commission Church INTERNATIONAL,Great Commission Church,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2125,Great Ningo Traditional Council,Great Ningo Traditional,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2126,Greater Plan COMPANY,Greater Plan COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2127,Greater Plan Company LIMITED,Greater Plan Company,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2128,Green Agricultural Farms LTD,Green Agricultural Farms,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2129,Gregory Agana Amoah,Gregory Agana Amoah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2130,Grobohama LIMITED,Grobohama LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2131,Groffin Africa Fund LTD,Groffin Africa Fund,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2132,Group LIMITED,Group LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2133,Groupe Nduom LIMITED,Groupe Nduom LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2134,Guaranty Trust Bank Gh LTD,Guaranty Trust Bank,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Banking & Finance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2135,Guaranty Trust Bank Ghana LTD,Guaranty Trust Bank,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Banking & Finance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2136,Guardian Assurance CO,Guardian Assurance C,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2137,Guardian Assurance COMPANY,Guardian Assurance C,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2138,Guardian Royal Exchange Assurance LTD,Guardian Royal Exchange,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2139,Gud Heart Quarry And Construction,Gud Heart Quarry,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Construction & Engineering,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2141,Guinea Press LTD,Guinea Press LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2142,Guinness Ghana LTD,Guinness Ghana LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2143,Guy Nee Whang And Krowe Mensah,Guy Nee Whang,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2144,Gyadu Dart CO,Gyadu Dart CO,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2145,Gyamfua Ababio Investments LIMITED,Gyamfua Ababio Investments,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2146,Gyansa,Gyansa,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2147,Gyasi COMPANY,Gyasi COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2148,Gyasi Company LIMITED,Gyasi Company LIMITE,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2149,Gypoggle CO,Gypoggle CO,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2150,H F C Bank Ghana LIMITED,H F C,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Banking & Finance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2151,Hacienda Hotels LTD,Hacienda Hotels LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2152,Hadmoris CO,Hadmoris CO,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2153,Hagan,Hagan,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2154,Hage,Hage,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2155,Hajaara Farms LTD,Hajaara Farms LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2156,Hajia Fatima Ibrahim Nasali,Hajia Fatima Ibrahim,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2157,Hajia Mutiatu Safianu,Hajia Mutiatu Safian,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2158,Hajia Sakina,Hajia Sakina,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2159,Halliburton International INCORPORATED,Halliburton Internat,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Corporation,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2160,Hamta & Sons LIMITED,Hamta & Sons,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2161,Hamta And Sons LIMITED,Hamta And Sons,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2162,Handiman Services LIMITED,Handiman Services LI,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2163,Hanergy Global Solar And Savanna Solar LIMITED,Hanergy Global Solar,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2164,Hanergy Global Solar Power GROUP,Hanergy Global Solar,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2165,Hanergy Global Solar Power Group LIMITED,Hanergy Global Solar,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2166,Hanna Sarfo And Others,Hanna Sarfo And,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2169,Hapi Source LIMITED,Hapi Source LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2170,Harbin Ghana LIMITED,Harbin Ghana LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2171,Harmony Construction CO,Harmony Construction,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Construction & Engineering,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2172,Harmony Construction Co LTD,Harmony Construction Co,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Construction & Engineering,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2173,Hasnaw CO,Hasnaw CO,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2174,Hasnaw Co LTD,Hasnaw Co LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2175,Hasnem ENTERPRISE,Hasnem ENTERPRISE,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2176,Hasnem ENTERPRISES,Hasnem ENTERPRISES,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
2177,Hasnem Enterprise LTD,Hasnem Enterprise LT,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:57,2025-09-14 19:44:57,,,,,Active
